phi,Pe,r,g_avg
40,5,1.8375,0.6884354888888882
40,5,1.8625,0.7140938555555552
40,5,1.8875,0.7549668777777783
40,5,1.9125,0.6980390333333334
40,5,1.9375,0.7380643222222226
40,5,1.9625,0.6675158888888884
40,5,1.9875,0.6918236777777779
40,5,2.0125,0.6832296333333336
40,5,2.0375,0.7141105444444449
40,5,2.0625,0.7321211444444438
40,5,2.0875,0.7473054333333329
40,5,2.1125,0.7952664
40,5,2.1375,0.8093568
40,5,2.1625,0.8601154333333333
40,5,2.1875,0.8960000444444437
40,5,2.2125,0.9423727666666657
40,5,2.2375,1.0368716111111116
40,5,2.2625,1.2022097777777776
40,5,2.2875,1.2306010666666671
40,5,2.3125,1.301621633333333
40,5,2.3375,1.3069518666666666
40,5,2.3625,1.2656084666666672
40,5,2.3875,1.2586387111111106
40,5,2.4125,1.2829013111111116
40,5,2.4375,1.2635897999999997
40,5,2.4625,1.1553299777777775
40,5,2.4875,1.2402010888888884
40,5,2.5125,1.1960198000000002
40,5,2.5375,1.166502477777777
40,5,2.5625,1.127804955555556
40,5,2.5875,1.1690819
40,5,2.6125,1.1464114777777785
40,5,2.6375,1.0900473555555552
40,5,2.6625,1.0366197999999998
40,5,2.6875,1.053023233333333
40,5,2.7125,0.9511519999999997
40,5,2.7375,1.052054755555554
40,5,2.7625,0.9411764888888892
40,5,2.7875,0.9058297222222222
40,5,2.8125,0.869333333333333
40,5,2.8375,0.9550660888888888
40,5,2.8625,0.9624453666666661
40,5,2.8875,0.9419913333333333
40,5,2.9125,0.8909870666666667
40,5,2.9375,0.9140423666666662
40,5,2.9625,0.9046413777777786
40,5,2.9875,0.8903765555555558
40,5,3.0125,0.9145228777777766
40,5,3.0375,0.9580247333333336
40,5,3.0625,0.8734694000000003
40,5,3.0875,0.9975709333333327
40,5,3.1125,0.9879517999999998
40,5,3.1375,0.9545815777777775
40,5,3.1625,0.9233200111111108
40,5,3.1875,0.8611764111111123
40,5,3.2125,0.9229572111111112
40,5,3.2375,0.9467182777777783
40,5,3.2625,0.9578541666666665
40,5,3.2875,0.906463944444443
40,5,3.3125,0.952452666666667
40,5,3.3375,1.0771535777777772
40,5,3.3625,1.0037175000000003
40,5,3.3875,1.117343255555555
40,5,3.4125,1.0095238444444443
40,5,3.4375,1.0225455222222224
40,5,3.4625,1.0657038888888883
40,5,3.4875,1.0623656333333327
40,5,3.5125,1.0391459111111119
40,5,3.5375,1.0544168555555555
40,5,3.5625,1.0961403777777783
40,5,3.5875,1.0926828666666666
40,5,3.6125,1.1100345777777778
40,5,3.6375,1.0900342999999997
40,5,3.6625,0.978839499999999
40,5,3.6875,0.966779588888888
40,5,3.7125,1.0612794333333322
40,5,3.7375,1.0742474333333345
40,5,3.7625,1.057807355555555
40,5,3.7875,1.0864686333333335
40,5,3.8125,1.0268853
40,5,3.8375,1.0280129888888887
40,5,3.8625,0.9889968000000012
40,5,3.8875,0.9723472444444451
40,5,3.9125,0.904792533333333
40,5,3.9375,0.9701587000000002
40,5,3.9625,1.0006308888888895
40,5,3.9875,0.9366771222222219
40,5,4.0125,0.9682243111111103
40,5,4.0375,1.046439655555556
40,5,4.0625,0.9969231666666665
40,5,4.0875,1.0360855555555557
40,5,4.1125,0.9142855000000002
40,5,4.1375,0.9256798000000009
40,5,4.1625,0.947747777777778
40,5,4.1875,0.9814925000000005
40,5,4.2125,0.9756675333333329
40,5,4.2375,0.9722714000000009
40,5,4.2625,0.9700879333333334
40,5,4.2875,0.9620991333333341
40,5,4.3125,0.9959419999999994
40,5,4.3375,0.9925071888888889
40,5,4.3625,0.9776503777777775
40,5,4.3875,1.019943077777778
40,5,4.4125,0.9178470000000006
40,5,4.4375,0.910422633333333
40,5,4.4625,1.0229691555555558
40,5,4.4875,0.9905292444444448
40,5,4.5125,1.0171746000000002
40,5,4.5375,1.0336088333333326
40,5,4.5625,1.0147944555555546
40,5,4.5875,1.069209744444444
40,5,4.6125,1.0070463222222223
40,5,4.6375,1.0134768888888896
40,5,4.6625,0.966219733333334
40,5,4.6875,1.0271999999999997
40,5,4.7125,1.0249336888888894
40,5,4.7375,1.0279683111111113
40,5,4.7625,1.0068241111111123
40,5,4.7875,1.0266318333333333
40,5,4.8125,1.0223374444444449
40,5,4.8375,1.0377261666666668
40,5,4.8625,1.0478150555555552
40,5,4.8875,1.0639386
40,5,4.9125,1.049364022222222
40,5,4.9375,0.9630380000000001
40,5,4.9625,1.051889188888889
40,5,4.9875,0.9754386555555555
40,5,0.0125,0.0
40,5,0.0375,0.0
40,5,0.0625,0.0
40,5,0.0875,0.0
40,5,0.1125,0.0
40,5,0.1375,0.0
40,5,0.1625,0.0
40,5,0.1875,0.0
40,5,0.2125,0.0
40,5,0.2375,0.0
40,5,0.2625,0.0
40,5,0.2875,0.0
40,5,0.3125,0.0
40,5,0.3375,0.0
40,5,0.3625,0.0
40,5,0.3875,0.0
40,5,0.4125,0.0
40,5,0.4375,0.0
40,5,0.4625,0.0
40,5,0.4875,0.0
40,5,0.5125,0.0
40,5,0.5375,0.0
40,5,0.5625,0.0
40,5,0.5875,0.0
40,5,0.6125,0.0
40,5,0.6375,0.0
40,5,0.6625,0.0
40,5,0.6875,0.0
40,5,0.7125,0.0
40,5,0.7375,0.0
40,5,0.7625,0.0
40,5,0.7875,0.0
40,5,0.8125,0.0
40,5,0.8375,0.0
40,5,0.8625,0.0
40,5,0.8875,0.0
40,5,0.9125,0.0
40,5,0.9375,0.0
40,5,0.9625,0.0
40,5,0.9875,0.0
40,5,1.0125,0.0
40,5,1.0375,0.0
40,5,1.0625,0.0
40,5,1.0875,0.0137931
40,5,1.1125,1.721348344444443
40,5,1.1375,3.683516477777778
40,5,1.1625,3.156989188888889
40,5,1.1875,2.73684208888889
40,5,1.2125,2.577319444444445
40,5,1.2375,2.444444488888888
40,5,1.2625,2.304950411111109
40,5,1.2875,1.9922329333333328
40,5,1.3125,1.7295238222222211
40,5,1.3375,1.6112149888888891
40,5,1.3625,1.4458715444444437
40,5,1.3875,1.6432433222222225
40,5,1.4125,1.352212177777779
40,5,1.4375,1.238260755555555
40,5,1.4625,0.9846154333333346
40,5,1.4875,1.1294117333333324
40,5,1.5125,1.087603377777778
40,5,1.5375,1.0829270222222216
40,5,1.5625,1.0047999999999995
40,5,1.5875,0.8976378222222233
40,5,1.6125,0.837209355555556
40,5,1.6375,0.7969464333333338
40,5,1.6625,0.7699247888888888
40,5,1.6875,0.797037022222222
40,5,1.7125,0.7036495777777785
40,5,1.7375,0.7107913555555555
40,5,1.7625,0.8539006111111108
40,5,1.7875,0.7048952555555562
40,5,1.8125,0.7696551888888886
40,5,1.8375,0.7673470666666655
40,5,1.8625,0.6496642666666664
40,5,1.8875,0.8000000333333339
40,5,1.9125,0.7058821888888892
40,5,1.9375,0.7483869
40,5,1.9625,0.7566878000000002
40,5,1.9875,0.7647796666666666
40,5,2.0125,0.7428569333333338
40,5,2.0375,0.7386504111111112
40,5,2.0625,0.7781817666666659
40,5,2.0875,0.7904192222222218
40,5,2.1125,0.7431954444444443
40,5,2.1375,0.8000000444444448
40,5,2.1625,0.8994217444444441
40,5,2.1875,1.060571466666666
40,5,2.2125,0.9830506999999994
40,5,2.2375,1.1195530888888892
40,5,2.2625,1.2265191666666662
40,5,2.2875,1.2043716222222232
40,5,2.3125,1.2172973222222219
40,5,2.3375,1.3155080888888884
40,5,2.3625,1.1513227666666663
40,5,2.3875,1.2356020000000003
40,5,2.4125,1.2393780111111117
40,5,2.4375,1.1384615777777776
40,5,2.4625,1.1939086555555551
40,5,2.4875,1.2381910666666665
40,5,2.5125,1.199999855555556
40,5,2.5375,1.0502462999999997
40,5,2.5625,1.0809757444444446
40,5,2.5875,1.205796855555555
40,5,2.6125,1.083253566666667
40,5,2.6375,1.1014218555555553
40,5,2.6625,0.9915493111111112
40,5,2.6875,1.0660465222222217
40,5,2.7125,0.9308755222222225
40,5,2.7375,1.0283104222222206
40,5,2.7625,1.0334841888888895
40,5,2.7875,1.0044844444444445
40,5,2.8125,0.9884444444444443
40,5,2.8375,0.9726872666666667
40,5,2.8625,0.955458433333333
40,5,2.8875,1.0441558444444443
40,5,2.9125,0.8738197
40,5,2.9375,0.9906380999999997
40,5,2.9625,0.9097046555555564
40,5,2.9875,0.9757322333333335
40,5,3.0125,0.90954361111111
40,5,3.0375,0.944855988888889
40,5,3.0625,0.8359183333333334
40,5,3.0875,0.9408907666666669
40,5,3.1125,0.9140562444444448
40,5,3.1375,0.9115537333333324
40,5,3.1625,0.8964424888888891
40,5,3.1875,1.0149019222222235
40,5,3.2125,0.8949417
40,5,3.2375,0.988417044444445
40,5,3.2625,1.009961444444444
40,5,3.2875,0.9809886777777764
40,5,3.3125,0.9479243555555555
40,5,3.3375,1.0471910666666666
40,5,3.3625,1.0171004000000003
40,5,3.3875,1.0656826666666661
40,5,3.4125,0.9846154333333335
40,5,3.4375,0.9861819333333333
40,5,3.4625,1.0743681666666662
40,5,3.4875,1.0939068888888888
40,5,3.5125,1.0064057222222227
40,5,3.5375,1.050176611111111
40,5,3.5625,1.1115789666666671
40,5,3.5875,1.004878033333333
40,5,3.6125,1.0131488000000002
40,5,3.6375,1.0845360111111102
40,5,3.6625,1.0320818333333324
40,5,3.6875,1.0183049777777764
40,5,3.7125,1.0101009777777765
40,5,3.7375,1.0622073333333344
40,5,3.7625,1.043189455555555
40,5,3.7875,0.9900989777777778
40,5,3.8125,0.973114833333333
40,5,3.8375,0.9902280555555557
40,5,3.8625,1.0666667222222228
40,5,3.8875,0.9247588777777777
40,5,3.9125,1.0044730666666664
40,5,3.9375,1.0692063555555558
40,5,3.9625,1.0271293
40,5,3.9875,0.9981191555555553
40,5,4.0125,0.9981307888888887
40,5,4.0375,1.014241566666667
40,5,4.0625,0.9526154444444449
40,5,4.0875,1.0201834222222221
40,5,4.1125,1.0237080000000005
40,5,4.1375,1.0501511000000012
40,5,4.1625,0.9969970444444436
40,5,4.1875,0.9946268444444453
40,5,4.2125,0.9649850333333329
40,5,4.2375,1.02064898888889
40,5,4.2625,0.986510211111111
40,5,4.2875,1.000583055555555
40,5,4.3125,0.985507255555555
40,5,4.3375,0.9498559222222221
40,5,4.3625,0.9879655777777782
40,5,4.3875,1.0245014
40,5,4.4125,0.9076487000000002
40,5,4.4375,0.9352113444444444
40,5,4.4625,0.9792716333333332
40,5,4.4875,1.100835711111111
40,5,4.5125,0.9806094999999992
40,5,4.5375,1.0049587666666666
40,5,4.5625,0.9950683888888874
40,5,4.5875,1.0016348111111109
40,5,4.6125,1.0319785777777783
40,5,4.6375,1.0199459333333336
40,5,4.6625,1.027345766666667
40,5,4.6875,1.062399999999999
40,5,4.7125,1.0175065999999997
40,5,4.7375,1.0216358555555551
40,5,4.7625,0.9774278555555563
40,5,4.7875,0.9765012999999998
40,5,4.8125,1.0493504888888887
40,5,4.8375,1.0284238444444445
40,5,4.8625,0.987146666666666
40,5,4.8875,0.9554986333333334
40,5,4.9125,1.0870229888888892
40,5,4.9375,1.020759477777778
40,5,4.9625,0.9360201444444445
40,5,4.9875,1.0576441555555556
40,5,0.0125,0.0
40,5,0.0375,0.0
40,5,0.0625,0.0
40,5,0.0875,0.0
40,5,0.1125,0.0
40,5,0.1375,0.0
40,5,0.1625,0.0
40,5,0.1875,0.0
40,5,0.2125,0.0
40,5,0.2375,0.0
40,5,0.2625,0.0
40,5,0.2875,0.0
40,5,0.3125,0.0
40,5,0.3375,0.0
40,5,0.3625,0.0
40,5,0.3875,0.0
40,5,0.4125,0.0
40,5,0.4375,0.0
40,5,0.4625,0.0
40,5,0.4875,0.0
40,5,0.5125,0.0
40,5,0.5375,0.0
40,5,0.5625,0.0
40,5,0.5875,0.0
40,5,0.6125,0.0
40,5,0.6375,0.0
40,5,0.6625,0.0
40,5,0.6875,0.0
40,5,0.7125,0.0
40,5,0.7375,0.0
40,5,0.7625,0.0
40,5,0.7875,0.0
40,5,0.8125,0.0
40,5,0.8375,0.0
40,5,0.8625,0.0
40,5,0.8875,0.0
40,5,0.9125,0.0
40,5,0.9375,0.0
40,5,0.9625,0.0
40,5,0.9875,0.0
40,5,1.0125,0.0
40,5,1.0375,0.0
40,5,1.0625,0.0
40,5,1.0875,0.004597700000000001
40,5,1.1125,2.2157303888888866
40,5,1.1375,3.7406594
40,5,1.1625,3.139784922222223
40,5,1.1875,2.7663157777777783
40,5,1.2125,2.4659792444444433
40,5,1.2375,2.3434343555555546
40,5,1.2625,2.04356431111111
40,5,1.2875,1.8990290111111099
40,5,1.3125,1.7828571555555555
40,5,1.3375,1.6411215111111106
40,5,1.3625,1.706421999999999
40,5,1.3875,1.405405422222223
40,5,1.4125,1.2778758444444451
40,5,1.4375,1.1652172333333326
40,5,1.4625,1.2239317000000003
40,5,1.4875,1.1159663555555555
40,5,1.5125,1.0942149111111117
40,5,1.5375,1.0699189111111103
40,5,1.5625,0.88
40,5,1.5875,0.9826771777777782
40,5,1.6125,0.8186047666666668
40,5,1.6375,0.7969464333333331
40,5,1.6625,0.8842104555555557
40,5,1.6875,0.7644444666666662
40,5,1.7125,0.7854013999999998
40,5,1.7375,0.8431653666666661
40,5,1.7625,0.7092197777777776
40,5,1.7875,0.7188812000000004
40,5,1.8125,0.6731034999999995
40,5,1.8375,0.8217688444444442
40,5,1.8625,0.7543622888888888
40,5,1.8875,0.6940397333333338
40,5,1.9125,0.7738560222222224
40,5,1.9375,0.7509675444444449
40,5,1.9625,0.7057324111111111
40,5,1.9875,0.6867922444444444
40,5,2.0125,0.6956520000000002
40,5,2.0375,0.7656443000000004
40,5,2.0625,0.7539393111111103
40,5,2.0875,0.799999944444444
40,5,2.1125,0.8307693444444444
40,5,2.1375,0.8748538555555558
40,5,2.1625,0.9872830555555557
40,5,2.1875,0.9097143222222214
40,5,2.2125,1.03050841111111
40,5,2.2375,1.1039106555555558
40,5,2.2625,1.206629666666666
40,5,2.2875,1.2065573888888896
40,5,2.3125,1.2497297666666665
40,5,2.3375,1.1721924666666665
40,5,2.3625,1.1195767666666667
40,5,2.3875,1.216753833333333
40,5,2.4125,1.212434966666667
40,5,2.4375,1.2061538444444442
40,5,2.4625,1.2446701111111116
40,5,2.4875,1.1899498333333332
40,5,2.5125,1.1980098222222224
40,5,2.5375,1.152709344444444
40,5,2.5625,1.0556098555555564
40,5,2.5875,1.0763282666666671
40,5,2.6125,1.1502391555555558
40,5,2.6375,1.101421844444444
40,5,2.6625,1.0403756666666664
40,5,2.6875,1.0232557777777773
40,5,2.7125,0.9714285555555552
40,5,2.7375,1.0027396666666653
40,5,2.7625,1.0009050000000002
40,5,2.7875,0.982959777777778
40,5,2.8125,0.9546666666666661
40,5,2.8375,1.0026431999999998
40,5,2.8625,0.925764088888889
40,5,2.8875,0.9748917333333327
40,5,2.9125,0.9751072666666664
40,5,2.9375,0.8817019444444442
40,5,2.9625,0.8843881555555563
40,5,2.9875,0.9690376888888895
40,5,3.0125,0.9394191444444434
40,5,3.0375,0.9448559666666666
40,5,3.0625,0.9583673555555554
40,5,3.0875,0.9020243666666662
40,5,3.1125,0.9493975111111113
40,5,3.1375,0.8589640333333333
40,5,3.1625,0.980236966666667
40,5,3.1875,0.9145097222222232
40,5,3.2125,0.9914396777777779
40,5,3.2375,0.9220078000000004
40,5,3.2625,0.9685821333333332
40,5,3.2875,1.0174905555555542
40,5,3.3125,1.0007546333333333
40,5,3.3375,1.0202247
40,5,3.3625,1.0052044888888891
40,5,3.3875,0.9830258444444442
40,5,3.4125,1.0227106222222222
40,5,3.4375,1.0676364444444446
40,5,3.4625,1.0137182999999994
40,5,3.4875,1.078136311111111
40,5,3.5125,1.0462633777777781
40,5,3.5375,0.9597172222222221
40,5,3.5625,1.0498245444444443
40,5,3.5875,1.0508710333333324
40,5,3.6125,1.0934255999999998
40,5,3.6375,1.1092783111111109
40,5,3.6625,1.032081822222221
40,5,3.6875,0.9654236555555543
40,5,3.7125,1.07340061111111
40,5,3.7375,1.0515049333333346
40,5,3.7625,1.0259136555555555
40,5,3.7875,1.0627062444444446
40,5,3.8125,0.9691803222222221
40,5,3.8375,1.0228012555555557
40,5,3.8625,1.052427222222223
40,5,3.8875,1.0649517555555559
40,5,3.9125,1.0223644444444444
40,5,3.9375,1.0107936888888893
40,5,3.9625,0.9362775555555558
40,5,3.9875,0.9241379555555549
40,5,4.0125,0.9395638333333329
40,5,4.0375,1.0130031777777777
40,5,4.0625,0.9624615777777782
40,5,4.0875,0.9920488333333333
40,5,4.1125,0.9556229222222228
40,5,4.1375,0.9740181555555569
40,5,4.1625,0.9177177888888886
40,5,4.1875,0.9755223777777775
40,5,4.2125,0.9661719666666664
40,5,4.2375,0.9510325444444455
40,5,4.2625,0.9900293333333334
40,5,4.2875,0.9947520888888886
40,5,4.3125,0.9855072111111108
40,5,4.3375,1.0121037777777777
40,5,4.3625,1.036103077777778
40,5,4.3875,0.9994302111111114
40,5,4.4125,1.007365411111111
40,5,4.4375,0.9892958666666669
40,5,4.4625,1.038655433333333
40,5,4.4875,0.9760446555555548
40,5,4.5125,0.9950139333333327
40,5,4.5375,0.9818181777777776
40,5,4.5625,0.9621917111111098
40,5,4.5875,1.033242444444444
40,5,4.6125,1.0113823555555557
40,5,4.6375,1.0070078666666675
40,5,4.6625,1.027345766666667
40,5,4.6875,1.0026666666666662
40,5,4.7125,0.946419066666667
40,5,4.7375,1.0153033666666667
40,5,4.7625,1.041469800000001
40,5,4.7875,1.029765022222222
40,5,4.8125,0.9620777222222224
40,5,4.8375,0.9943153666666662
40,5,4.8625,1.014910166666666
40,5,4.8875,1.009718622222222
40,5,4.9125,1.0218830444444449
40,5,4.9375,1.0825316444444444
40,5,4.9625,1.0277078111111109
40,5,4.9875,1.0075188444444443
40,5,0.0125,0.0
40,5,0.0375,0.0
40,5,0.0625,0.0
40,5,0.0875,0.0
40,5,0.1125,0.0
40,5,0.1375,0.0
40,5,0.1625,0.0
40,5,0.1875,0.0
40,5,0.2125,0.0
40,5,0.2375,0.0
40,5,0.2625,0.0
40,5,0.2875,0.0
40,5,0.3125,0.0
40,5,0.3375,0.0
40,5,0.3625,0.0
40,5,0.3875,0.0
40,5,0.4125,0.0
40,5,0.4375,0.0
40,5,0.4625,0.0
40,5,0.4875,0.0
40,5,0.5125,0.0
40,5,0.5375,0.0
40,5,0.5625,0.0
40,5,0.5875,0.0
40,5,0.6125,0.0
40,5,0.6375,0.0
40,5,0.6625,0.0
40,5,0.6875,0.0
40,5,0.7125,0.0
40,5,0.7375,0.0
40,5,0.7625,0.0
40,5,0.7875,0.0
40,5,0.8125,0.0
40,5,0.8375,0.0
40,5,0.8625,0.0
40,5,0.8875,0.0
40,5,0.9125,0.0
40,5,0.9375,0.0
40,5,0.9625,0.0
40,5,0.9875,0.0
40,5,1.0125,0.0
40,5,1.0375,0.0
40,5,1.0625,0.0
40,5,1.0875,0.0137931
40,5,1.1125,1.8337078999999985
40,5,1.1375,3.661538533333334
40,5,1.1625,3.393548388888891
40,5,1.1875,3.0652630888888894
40,5,1.2125,2.52783491111111
40,5,1.2375,2.278787888888889
40,5,1.2625,2.043564299999999
40,5,1.2875,2.058252388888889
40,5,1.3125,1.8323810444444437
40,5,1.3375,1.6672897111111107
40,5,1.3625,1.6403669222222215
40,5,1.3875,1.2936937111111115
40,5,1.4125,1.2637165888888888
40,5,1.4375,1.1826084999999997
40,5,1.4625,1.1623932444444451
40,5,1.4875,1.1159663555555546
40,5,1.5125,0.9851239666666666
40,5,1.5375,1.0341465111111106
40,5,1.5625,0.9471999999999993
40,5,1.5875,1.001574877777778
40,5,1.6125,0.8713179000000003
40,5,1.6375,0.8152670222222226
40,5,1.6625,0.9052631111111111
40,5,1.6875,0.7851851777777772
40,5,1.7125,0.7824816555555557
40,5,1.7375,0.676259011111111
40,5,1.7625,0.7432622999999997
40,5,1.7875,0.7580420666666668
40,5,1.8125,0.7089655555555552
40,5,1.8375,0.7265307333333327
40,5,1.8625,0.7087247888888885
40,5,1.8875,0.7284768555555559
40,5,1.9125,0.6483658333333335
40,5,1.9375,0.7638707666666673
40,5,1.9625,0.662420322222222
40,5,1.9875,0.7371067333333333
40,5,2.0125,0.720496711111111
40,5,2.0375,0.6993866666666668
40,5,2.0625,0.7903029555555546
40,5,2.0875,0.7904191666666666
40,5,2.1125,0.9088758666666665
40,5,2.1375,0.8982456666666672
40,5,2.1625,0.9341038888888886
40,5,2.1875,0.8868571555555549
40,5,2.2125,0.9740112444444435
40,5,2.2375,1.1083799777777779
40,5,2.2625,1.177900388888889
40,5,2.2875,1.2655737666666675
40,5,2.3125,1.202162266666667
40,5,2.3375,1.2834224111111114
40,5,2.3625,1.231746011111112
40,5,2.3875,1.2691098777777774
40,5,2.4125,1.2538858111111113
40,5,2.4375,1.3066666444444444
40,5,2.4625,1.1228426333333335
40,5,2.4875,1.1216081444444437
40,5,2.5125,1.1184078555555559
40,5,2.5375,1.1211822888888887
40,5,2.5625,1.104390344444445
40,5,2.5875,1.1188403222222216
40,5,2.6125,1.0832535222222222
40,5,2.6375,1.1450238111111108
40,5,2.6625,1.042253577777778
40,5,2.6875,1.0530231999999997
40,5,2.7125,0.9917050444444445
40,5,2.7375,1.0557076999999984
40,5,2.7625,0.9864253888888898
40,5,2.7875,0.9201794999999999
40,5,2.8125,0.9457777777777774
40,5,2.8375,0.9480176555555551
40,5,2.8625,0.9519649777777777
40,5,2.8875,0.8900432888888885
40,5,2.9125,0.9133046444444443
40,5,2.9375,0.9157444999999991
40,5,2.9625,1.0430379666666676
40,5,2.9875,0.8719664555555559
40,5,3.0125,0.8979253444444434
40,5,3.0375,0.9037037222222218
40,5,3.0625,0.9110203666666665
40,5,3.0875,0.9360324666666664
40,5,3.1125,0.9702811111111109
40,5,3.1375,0.8908365777777776
40,5,3.1625,0.9833989888888889
40,5,3.1875,0.9756862222222236
40,5,3.2125,1.0287937666666678
40,5,3.2375,0.9945946444444447
40,5,3.2625,0.9854403777777775
40,5,3.2875,0.9794676999999985
40,5,3.3125,0.9267922888888892
40,5,3.3375,0.9962547222222222
40,5,3.3625,1.0215613666666667
40,5,3.3875,0.9549815888888888
40,5,3.4125,1.0197803111111112
40,5,3.4375,1.0560001333333335
40,5,3.4625,1.0411551777777777
40,5,3.4875,1.0666666666666664
40,5,3.5125,1.0078291888888895
40,5,3.5375,1.1166076777777778
40,5,3.5625,1.0498245666666666
40,5,3.5875,1.1219511333333327
40,5,3.6125,0.9840830111111111
40,5,3.6375,1.0378006555555555
40,5,3.6625,1.0498293222222213
40,5,3.6875,1.0847456999999991
40,5,3.7125,1.007407399999999
40,5,3.7375,0.9913043333333346
40,5,3.7625,1.0112957222222214
40,5,3.7875,1.0983498333333337
40,5,3.8125,0.9731148111111106
40,5,3.8375,1.0540716666666674
40,5,3.8625,0.9682848333333336
40,5,3.8875,1.0147910777777782
40,5,3.9125,1.0479235555555553
40,5,3.9375,0.9777777444444443
40,5,3.9625,0.9993690777777785
40,5,3.9875,0.9993730333333328
40,5,4.0125,1.0542055555555556
40,5,4.0375,0.9845202111111111
40,5,4.0625,0.9636922999999994
40,5,4.0875,0.9480121777777772
40,5,4.1125,0.9750757888888896
40,5,4.1375,0.9897281333333349
40,5,4.1625,0.9549550111111109
40,5,4.1875,1.012537222222222
40,5,4.2125,0.9970325
40,5,4.2375,1.0005900111111121
40,5,4.2625,0.9677418555555557
40,5,4.2875,0.9341107555555556
40,5,4.3125,0.9460869333333334
40,5,4.3375,0.9786743555555556
40,5,4.3625,0.961604511111111
40,5,4.3875,0.9766382555555552
40,5,4.4125,1.0560906222222224
40,5,4.4375,1.0287323777777777
40,5,4.4625,1.0644257555555559
40,5,4.4875,1.070752144444444
40,5,4.5125,0.9650970333333332
40,5,4.5375,0.9884297222222217
40,5,4.5625,1.0126026666666652
40,5,4.5875,1.0201634333333327
40,5,4.6125,1.0059623111111118
40,5,4.6375,1.0177896111111115
40,5,4.6625,0.9801607666666667
40,5,4.6875,1.0293333333333323
40,5,4.7125,0.9877983777777773
40,5,4.7375,0.9963059888888884
40,5,4.7625,0.9795275444444447
40,5,4.7875,1.0109660999999999
40,5,4.8125,1.0202595444444447
40,5,4.8375,0.9777778666666668
40,5,4.8625,0.9542417777777773
40,5,4.8875,0.9933503666666665
40,5,4.9125,0.9720102555555558
40,5,4.9375,0.9478480777777776
40,5,4.9625,1.0387910222222225
40,5,4.9875,1.0546366444444442
40,5,0.0125,0.0
40,5,0.0375,0.0
40,5,0.0625,0.0
40,5,0.0875,0.0
40,5,0.1125,0.0
40,5,0.1375,0.0
40,5,0.1625,0.0
40,5,0.1875,0.0
40,5,0.2125,0.0
40,5,0.2375,0.0
40,5,0.2625,0.0
40,5,0.2875,0.0
40,5,0.3125,0.0
40,5,0.3375,0.0
40,5,0.3625,0.0
40,5,0.3875,0.0
40,5,0.4125,0.0
40,5,0.4375,0.0
40,5,0.4625,0.0
40,5,0.4875,0.0
40,5,0.5125,0.0
40,5,0.5375,0.0
40,5,0.5625,0.0
40,5,0.5875,0.0
40,5,0.6125,0.0
40,5,0.6375,0.0
40,5,0.6625,0.0
40,5,0.6875,0.0
40,5,0.7125,0.0
40,5,0.7375,0.0
40,5,0.7625,0.0
40,5,0.7875,0.0
40,5,0.8125,0.0
40,5,0.8375,0.0
40,5,0.8625,0.0
40,5,0.8875,0.0
40,5,0.9125,0.0
40,5,0.9375,0.0
40,5,0.9625,0.0
40,5,0.9875,0.0
40,5,1.0125,0.0
40,5,1.0375,0.0
40,5,1.0625,0.0
40,5,1.0875,0.009195400000000001
40,5,1.1125,1.8471911111111086
40,5,1.1375,3.4725275777777784
40,5,1.1625,3.1913978000000003
40,5,1.1875,2.960000000000001
40,5,1.2125,2.6721647999999996
40,5,1.2375,2.3797980111111117
40,5,1.2625,2.170297033333332
40,5,1.2875,2.066019333333333
40,5,1.3125,1.992380988888888
40,5,1.3375,1.667289755555555
40,5,1.3625,1.449541255555555
40,5,1.3875,1.4594594666666665
40,5,1.4125,1.20353958888889
40,5,1.4375,1.2556519999999998
40,5,1.4625,1.0256411000000007
40,5,1.4875,1.0655461888888877
40,5,1.5125,1.0479338999999999
40,5,1.5375,0.985366077777777
40,5,1.5625,0.9311999999999993
40,5,1.5875,0.8944882222222229
40,5,1.6125,0.8620155888888894
40,5,1.6375,1.0137404000000003
40,5,1.6625,0.7488721000000003
40,5,1.6875,0.8562962888888884
40,5,1.7125,0.7591240222222224
40,5,1.7375,0.8028777222222219
40,5,1.7625,0.7290778888888887
40,5,1.7875,0.7272728111111116
40,5,1.8125,0.7282758888888886
40,5,1.8375,0.7510205333333325
40,5,1.8625,0.6845636999999994
40,5,1.8875,0.723178877777778
40,5,1.9125,0.6718952555555556
40,5,1.9375,0.6967740222222225
40,5,1.9625,0.7414012222222222
40,5,1.9875,0.7094337777777782
40,5,2.0125,0.7776395333333329
40,5,2.0375,0.7361964555555559
40,5,2.0625,0.7733332444444436
40,5,2.0875,0.8479041666666665
40,5,2.1125,0.7881657555555553
40,5,2.1375,0.8350877888888891
40,5,2.1625,0.9063582777777778
40,5,2.1875,0.9211428555555549
40,5,2.2125,1.1096043888888876
40,5,2.2375,1.1463687666666673
40,5,2.2625,1.1005523333333331
40,5,2.2875,1.1650273555555561
40,5,2.3125,1.1762162888888894
40,5,2.3375,1.2812834000000002
40,5,2.3625,1.204232855555556
40,5,2.3875,1.2439790111111109
40,5,2.4125,1.2331603888888887
40,5,2.4375,1.2061538777777778
40,5,2.4625,1.2121827666666667
40,5,2.4875,1.1899498555555557
40,5,2.5125,1.1999999333333338
40,5,2.5375,1.1980295777777772
40,5,2.5625,1.2136586333333335
40,5,2.5875,1.116907966666666
40,5,2.6125,1.117703322222222
40,5,2.6375,1.0995261222222221
