phi,Pe,r,g_avg
35,35,0.3375,0.0
35,35,0.3625,0.0
35,35,0.3875,0.0
35,35,0.4125,0.0
35,35,0.4375,0.0
35,35,0.4625,0.0
35,35,0.4875,0.0
35,35,0.5125,0.0
35,35,0.5375,0.0
35,35,0.5625,0.0
35,35,0.5875,0.0
35,35,0.6125,0.0
35,35,0.6375,0.0
35,35,0.6625,0.0
35,35,0.6875,0.0
35,35,0.7125,0.0
35,35,0.7375,0.0
35,35,0.7625,0.0
35,35,0.7875,0.0
35,35,0.8125,0.0
35,35,0.8375,0.0
35,35,0.8625,0.0
35,35,0.8875,0.0
35,35,0.9125,0.0
35,35,0.9375,0.0
35,35,0.9625,0.0
35,35,0.9875,0.0
35,35,1.0125,0.0
35,35,1.0375,0.0
35,35,1.0625,0.0
35,35,1.0875,0.05779963333333333
35,35,1.1125,6.780096444444445
35,35,1.1375,8.550078755555557
35,35,1.1625,4.8221200444444445
35,35,1.1875,3.238496311111112
35,35,1.2125,2.3705450222222235
35,35,1.2375,2.022510866666667
35,35,1.2625,1.4800565000000003
35,35,1.2875,1.4024965444444433
35,35,1.3125,1.0666665555555552
35,35,1.3375,1.021094788888888
35,35,1.3625,1.1072083333333325
35,35,1.3875,0.8689832555555553
35,35,1.4125,0.8738304333333333
35,35,1.4375,0.870559066666667
35,35,1.4625,0.8283272111111109
35,35,1.4875,0.9450181000000004
35,35,1.5125,0.7631641444444447
35,35,1.5375,0.7767713222222218
35,35,1.5625,0.8118858333333335
35,35,1.5875,0.7703039555555563
35,35,1.6125,0.7300112777777776
35,35,1.6375,0.7083969444444442
35,35,1.6625,0.6496241555555554
35,35,1.6875,0.7415875111111105
35,35,1.7125,0.7941607888888889
35,35,1.7375,0.6972252222222218
35,35,1.7625,0.6678824666666663
35,35,1.7875,0.728871144444445
35,35,1.8125,0.7629557888888886
35,35,1.8375,0.7681244444444445
35,35,1.8625,0.720997233333334
35,35,1.8875,0.7144750333333337
35,35,1.9125,0.7977591333333331
35,35,1.9375,0.9850691555555556
35,35,1.9625,0.9696087444444448
35,35,1.9875,1.0034141777777774
35,35,2.0125,1.0931678111111105
35,35,2.0375,1.0573182666666663
35,35,2.0625,1.194112633333334
35,35,2.0875,1.0703165888888881
35,35,2.1125,1.0711750222222212
35,35,2.1375,1.1174605777777773
35,35,2.1625,1.1626755555555544
35,35,2.1875,1.3217957444444444
35,35,2.2125,1.658111466666667
35,35,2.2375,1.8822027222222222
35,35,2.2625,1.8967640444444445
35,35,2.2875,1.6237315777777777
35,35,2.3125,1.4134363555555554
35,35,2.3375,1.3934301555555557
35,35,2.3625,1.202116288888888
35,35,2.3875,1.1847420222222222
35,35,2.4125,1.0990378444444437
35,35,2.4375,1.085421188888889
35,35,2.4625,1.053517088888889
35,35,2.4875,1.0337399999999992
35,35,2.5125,0.9484009666666668
35,35,2.5375,0.9593245222222222
35,35,2.5625,1.0257838555555558
35,35,2.5875,0.9341615333333338
35,35,2.6125,0.8442925666666661
35,35,2.6375,0.9186188333333333
35,35,2.6625,1.0044268
35,35,2.6875,0.8951496222222226
35,35,2.7125,0.964845333333333
35,35,2.7375,0.8996740999999996
35,35,2.7625,0.8936005555555558
35,35,2.7875,0.9634849000000003
35,35,2.8125,0.8980318
35,35,2.8375,0.9183133333333342
35,35,2.8625,0.9502184444444441
35,35,2.8875,0.8984539111111114
35,35,2.9125,0.9103617888888882
35,35,2.9375,0.8695441333333331
35,35,2.9625,1.045449033333333
35,35,2.9875,1.0998207000000002
35,35,3.0125,1.0925905222222212
35,35,3.0375,1.0967666777777774
35,35,3.0625,1.1288627888888887
35,35,3.0875,0.9772122444444445
35,35,3.1125,1.0611589222222224
35,35,3.1375,1.1656232444444439
35,35,3.1625,1.1094297777777775
35,35,3.1875,1.0828011333333334
35,35,3.2125,1.0974987333333324
35,35,3.2375,1.119029277777778
35,35,3.2625,1.1629994555555556
35,35,3.2875,1.147202688888888
35,35,3.3125,1.2316981333333334
35,35,3.3375,1.135152666666667
35,35,3.3625,1.2490707333333335
35,35,3.3875,1.226357522222222
35,35,3.4125,1.1453690333333333
35,35,3.4375,1.0904935888888894
35,35,3.4625,1.0232078777777778
35,35,3.4875,1.074859277777777
35,35,3.5125,1.1420437555555556
35,35,3.5375,1.007975855555556
35,35,3.5625,1.018546355555556
35,35,3.5875,0.9875559888888885
35,35,3.6125,1.1088482666666666
35,35,3.6375,1.0085420777777772
35,35,3.6625,1.0266211000000005
35,35,3.6875,0.9297821555555554
35,35,3.7125,1.0097162333333334
35,35,3.7375,0.9754419555555558
35,35,3.7625,0.9811105777777773
35,35,3.7875,0.9912304999999999
35,35,3.8125,0.9787353444444445
35,35,3.8375,0.9857607999999995
35,35,3.8625,0.9675450222222227
35,35,3.8875,1.0068901555555558
35,35,3.9125,0.9727064666666669
35,35,3.9375,0.9853967555555553
35,35,3.9625,1.0166742000000002
35,35,3.9875,0.9687415222222228
35,35,4.0125,0.9513127444444444
35,35,4.0375,1.0529853777777778
35,35,4.0625,1.0099341
35,35,4.0875,0.9813892999999996
35,35,4.1125,1.0476769888888888
35,35,4.1375,1.0192490555555558
35,35,4.1625,1.032346688888889
35,35,4.1875,1.0602987444444443
35,35,4.2125,1.028232311111111
35,35,4.2375,1.1651075222222227
35,35,4.2625,1.0175114777777778
35,35,4.2875,1.063556666666667
35,35,4.3125,1.0891925888888887
35,35,4.3375,1.0710581444444445
35,35,4.3625,1.0911175555555555
35,35,4.3875,1.0601546444444456
35,35,4.4125,1.1266693333333335
35,35,4.4375,1.0173039222222222
35,35,4.4625,1.0538616222222232
35,35,4.4875,1.093832133333332
35,35,4.5125,1.0915711555555556
35,35,4.5375,1.0742227111111111
35,35,4.5625,1.0144813888888884
35,35,4.5875,1.0625146555555556
35,35,4.6125,1.0790554000000003
35,35,4.6375,1.0091645111111112
35,35,4.6625,1.0172348444444441
35,35,4.6875,1.0325333222222222
35,35,4.7125,0.9724897111111114
35,35,4.7375,1.050584255555556
35,35,4.7625,0.9634798111111115
35,35,4.7875,1.0408055999999999
35,35,4.8125,0.9404082222222231
35,35,4.8375,1.0182356111111115
35,35,4.8625,0.9612927777777784
35,35,4.8875,1.0627694999999997
35,35,4.9125,0.9875681666666671
35,35,4.9375,1.0161302333333329
35,35,4.9625,1.0328894333333334
35,35,4.9875,1.0678122777777774
35,35,0.0125,0.0
35,35,0.0375,0.0
35,35,0.0625,0.0
35,35,0.0875,0.0
35,35,0.1125,0.0
35,35,0.1375,0.0
35,35,0.1625,0.0
35,35,0.1875,0.0
35,35,0.2125,0.0
35,35,0.2375,0.0
35,35,0.2625,0.0
35,35,0.2875,0.0
35,35,0.3125,0.0
35,35,0.3375,0.0
35,35,0.3625,0.0
35,35,0.3875,0.0
35,35,0.4125,0.0
35,35,0.4375,0.0
35,35,0.4625,0.0
35,35,0.4875,0.0
35,35,0.5125,0.0
35,35,0.5375,0.0
35,35,0.5625,0.0
35,35,0.5875,0.0
35,35,0.6125,0.0
35,35,0.6375,0.0
35,35,0.6625,0.0
35,35,0.6875,0.0
35,35,0.7125,0.0
35,35,0.7375,0.0
35,35,0.7625,0.0
35,35,0.7875,0.0
35,35,0.8125,0.0
35,35,0.8375,0.0
35,35,0.8625,0.0
35,35,0.8875,0.0
35,35,0.9125,0.0
35,35,0.9375,0.0
35,35,0.9625,0.0
35,35,0.9875,0.0
35,35,1.0125,0.0
35,35,1.0375,0.0
35,35,1.0625,0.0
35,35,1.0875,0.07356317777777778
35,35,1.1125,7.185875
35,35,1.1375,8.434537088888892
35,35,1.1625,4.984332077777776
35,35,1.1875,3.3972933
35,35,1.2125,2.3422681000000005
35,35,1.2375,1.6531024666666676
35,35,1.2625,1.5207920000000001
35,35,1.2875,1.464632444444443
35,35,1.3125,1.2669386999999988
35,35,1.3375,1.0467289444444432
35,35,1.3625,0.9771952888888877
35,35,1.3875,0.9513513555555556
35,35,1.4125,0.8697849111111112
35,35,1.4375,0.9301864000000006
35,35,1.4625,0.7814407111111106
35,35,1.4875,0.8297719666666669
35,35,1.5125,0.7367177777777781
35,35,1.5375,0.7098723444444442
35,35,1.5625,0.7680001333333332
35,35,1.5875,0.7271093555555562
35,35,1.6125,0.733555
35,35,1.6375,0.7328243999999998
35,35,1.6625,0.7218045999999997
35,35,1.6875,0.7889949444444443
35,35,1.7125,0.7407718222222223
35,35,1.7375,0.654470799999999
35,35,1.7625,0.6549139111111111
35,35,1.7875,0.6649350444444448
35,35,1.8125,0.6872907999999998
35,35,1.8375,0.7556851444444445
35,35,1.8625,0.6964527111111117
35,35,1.8875,0.8355724777777782
35,35,1.9125,0.7648927000000001
35,35,1.9375,0.8788940111111111
35,35,1.9625,0.9725205333333335
35,35,1.9875,1.112668433333333
35,35,2.0125,1.0079858555555548
35,35,2.0375,1.020859
35,35,2.0625,1.0555844555555558
35,35,2.0875,1.029255822222221
35,35,2.1125,1.168554477777777
35,35,2.1375,1.301921688888889
35,35,2.1625,1.244591333333332
35,35,2.1875,1.3270201888888886
35,35,2.2125,1.6555287999999997
35,35,2.2375,1.9256185333333324
35,35,2.2625,1.980110466666667
35,35,2.2875,1.6661983444444446
35,35,2.3125,1.435675644444444
35,35,2.3375,1.3616501555555551
35,35,2.3625,1.1924413111111112
35,35,2.3875,1.0554974444444443
35,35,2.4125,1.0729830555555548
35,35,2.4375,1.1112087333333336
35,35,2.4625,1.041914477777778
35,35,2.4875,0.978607199999999
35,35,2.5125,0.9847903888888889
35,35,2.5375,0.9165377555555557
35,35,2.5625,1.0124041111111117
35,35,2.5875,0.9407868222222224
35,35,2.6125,1.0345864222222219
35,35,2.6375,1.0096141111111108
35,35,2.6625,0.9851109
35,35,2.6875,0.9440532555555554
35,35,2.7125,0.8658328333333333
35,35,2.7375,0.9101111444444446
35,35,2.7625,0.8998060555555554
35,35,2.7875,0.8240870555555557
35,35,2.8125,0.8817777888888888
35,35,2.8375,0.886091811111111
35,35,2.8625,0.9542109666666667
35,35,2.8875,0.9419913333333336
35,35,2.9125,0.9711833999999991
35,35,2.9375,0.9920973333333336
35,35,2.9625,0.9837251111111107
35,35,2.9875,0.9774058555555557
35,35,3.0125,1.0868999333333327
35,35,3.0375,1.0967666666666658
35,35,3.0625,1.0393001111111109
35,35,3.0875,1.0697513444444449
35,35,3.1125,1.072174477777778
35,35,3.1375,1.143767788888889
35,35,3.1625,1.0913608888888888
35,35,3.1875,1.1831932444444446
35,35,3.2125,1.1686493777777764
35,35,3.2375,1.2002206333333336
35,35,3.2625,1.0824301888888892
35,35,3.2875,1.2149919111111107
35,35,3.3125,1.1816711777777773
35,35,3.3375,1.104334022222222
35,35,3.3625,1.1590016333333333
35,35,3.3875,1.1538218777777778
35,35,3.4125,1.136996377777778
35,35,3.4375,1.1470131333333342
35,35,3.4625,1.0941723444444447
35,35,3.4875,1.053558677777777
35,35,3.5125,1.024911033333334
35,35,3.5375,1.0596668555555562
35,35,3.5625,1.0875187444444445
35,35,3.5875,1.0066699666666663
35,35,3.6125,0.9680671222222218
35,35,3.6375,0.9629848777777776
35,35,3.6625,0.9532910888888894
35,35,3.6875,1.0599516222222216
35,35,3.7125,0.9850890555555563
35,35,3.7375,1.0228379666666665
35,35,3.7625,0.9993355666666663
35,35,3.7875,0.9625647777777782
35,35,3.8125,0.9502576333333336
35,35,3.8375,0.9276872666666667
35,35,3.8625,0.9734627555555556
35,35,3.8875,0.9627927888888888
35,35,3.9125,0.9843906333333329
35,35,3.9375,1.0144216666666666
35,35,3.9625,1.0267689000000002
35,35,3.9875,1.0360949000000006
35,35,4.0125,1.0396082333333339
35,35,4.0375,1.0614771999999997
35,35,4.0625,0.9944616333333327
35,35,4.0875,1.0834426
35,35,4.1125,1.0171081666666664
35,35,4.1375,1.0662063333333334
35,35,4.1625,1.1009867666666666
35,35,4.1875,1.0602988000000002
35,35,4.2125,1.017380266666666
35,35,4.2375,1.117909944444445
35,35,4.2625,1.0242145000000002
35,35,4.2875,1.064889444444445
35,35,4.3125,1.0335404555555558
35,35,4.3375,1.1342940222222224
35,35,4.3625,1.0819484777777775
35,35,4.3875,1.053642700000001
35,35,4.4125,1.1072440000000003
35,35,4.4375,1.0958551666666663
35,35,4.4625,1.061544722222223
35,35,4.4875,1.0836451111111098
35,35,4.5125,1.0219232888888885
35,35,4.5375,1.0062179111111114
35,35,4.5625,1.0107240333333327
35,35,4.5875,1.091163933333333
35,35,4.6125,1.0307395333333333
35,35,4.6375,1.039969255555556
35,35,4.6625,1.0160092
35,35,4.6875,1.0617904555555557
35,35,4.7125,0.9591512777777776
35,35,4.7375,1.0011308333333333
35,35,4.7625,0.9742784222222233
35,35,4.7875,0.934576611111111
35,35,4.8125,1.0140260555555567
35,35,4.8375,1.0265042222222214
35,35,4.8625,1.0470805111111117
35,35,4.8875,0.9505298555555554
35,35,4.9125,0.9817520888888889
35,35,4.9375,1.0415913333333335
35,35,4.9625,1.0271320000000008
35,35,4.9875,1.0689579777777773
35,35,0.0125,0.0
35,35,0.0375,0.0
35,35,0.0625,0.0
35,35,0.0875,0.0
35,35,0.1125,0.0
35,35,0.1375,0.0
35,35,0.1625,0.0
35,35,0.1875,0.0
35,35,0.2125,0.0
35,35,0.2375,0.0
35,35,0.2625,0.0
35,35,0.2875,0.0
35,35,0.3125,0.0
35,35,0.3375,0.0
35,35,0.3625,0.0
35,35,0.3875,0.0
35,35,0.4125,0.0
35,35,0.4375,0.0
35,35,0.4625,0.0
35,35,0.4875,0.0
35,35,0.5125,0.0
35,35,0.5375,0.0
35,35,0.5625,0.0
35,35,0.5875,0.0
35,35,0.6125,0.0
35,35,0.6375,0.0
35,35,0.6625,0.0
35,35,0.6875,0.0
35,35,0.7125,0.0
35,35,0.7375,0.0
35,35,0.7625,0.0
35,35,0.7875,0.0
35,35,0.8125,0.0
35,35,0.8375,0.0
35,35,0.8625,0.0
35,35,0.8875,0.0
35,35,0.9125,0.0
35,35,0.9375,0.0
35,35,0.9625,0.0
35,35,0.9875,0.0
35,35,1.0125,0.0
35,35,1.0375,0.0
35,35,1.0625,0.0
35,35,1.0875,0.08407218888888889
35,35,1.1125,6.939326033333332
35,35,1.1375,8.545055177777778
35,35,1.1625,4.925345833333334
35,35,1.1875,3.1807519222222203
35,35,1.2125,2.3941090444444457
35,35,1.2375,1.763924988888889
35,35,1.2625,1.6022630000000004
35,35,1.2875,1.3758668333333322
35,35,1.3125,1.2321087222222216
35,35,1.3375,1.0680908333333323
35,35,1.3625,0.9184796333333327
35,35,1.3875,0.9842986333333333
35,35,1.4125,0.9628317222222234
35,35,1.4375,0.8864596888888893
35,35,1.4625,0.9455432777777779
35,35,1.4875,0.8028812333333336
35,35,1.5125,0.8236127444444448
35,35,1.5375,0.7916377111111108
35,35,1.5625,0.8045715555555549
35,35,1.5875,0.7559057777777785
35,35,1.6125,0.6733113777777775
35,35,1.6375,0.7083969444444442
35,35,1.6625,0.6943072555555553
35,35,1.6875,0.7889949111111106
35,35,1.7125,0.6540147777777781
35,35,1.7375,0.6676260222222216
35,35,1.7625,0.6484296222222221
35,35,1.7875,0.6809191111111116
35,35,1.8125,0.7345815222222224
35,35,1.8375,0.6903789999999999
35,35,1.8625,0.7823586888888896
35,35,1.8875,0.7356671222222226
35,35,1.9125,0.7559291444444447
35,35,1.9375,0.8788940333333334
35,35,1.9625,0.9579618111111113
35,35,1.9875,0.9717878222222219
35,35,2.0125,1.1726709444444434
35,35,2.0375,1.1078003222222224
35,35,2.0625,1.0555844666666672
35,35,2.0875,1.040205388888888
35,35,2.1125,1.149619644444444
35,35,2.1375,1.157560811111111
35,35,2.1625,1.2525186666666654
35,35,2.1875,1.2460406222222227
35,35,2.2125,1.5909605666666662
35,35,2.2375,1.9741421222222224
35,35,2.2625,2.0634570111111104
35,35,2.2875,1.621233411111112
35,35,2.3125,1.4307335888888881
35,35,2.3375,1.3176471
35,35,2.3625,1.3012848777777781
35,35,2.3875,1.112939455555556
35,35,2.4125,1.1156180999999994
35,35,2.4375,1.0666666111111112
35,35,2.4625,1.120812233333333
35,35,2.4875,1.0429287999999997
35,35,2.5125,1.0166312
35,35,2.5375,0.9840957777777775
35,35,2.5625,0.9165155444444448
35,35,2.5875,0.9407868333333337
35,35,2.6125,0.9361585444444436
35,35,2.6375,0.9164523444444445
35,35,2.6625,0.875654133333333
35,35,2.6875,0.9291695444444443
35,35,2.7125,0.9627387222222223
35,35,2.7375,0.9059362666666663
35,35,2.7625,0.9846154666666673
35,35,2.7875,0.9573350333333337
35,35,2.8125,0.9000635333333336
35,35,2.8375,0.7793579333333333
35,35,2.8625,0.8843419444444447
35,35,2.8875,1.0686456666666666
35,35,2.9125,0.9044757999999995
35,35,2.9375,0.9337386666666663
35,35,2.9625,0.9239300666666663
35,35,2.9875,0.9965332000000002
35,35,3.0125,1.05655021111111
35,35,3.0375,0.9481482444444441
35,35,3.0625,1.0374342222222221
35,35,3.0875,1.1234239333333336
35,35,3.1125,1.1639702444444442
35,35,3.1375,1.1364826111111108
35,35,3.1625,1.1780915555555556
35,35,3.1875,1.066666688888889
35,35,3.2125,1.1437466777777765
35,35,3.2375,1.0590182444444443
35,35,3.2625,1.1805144888888894
35,35,3.2875,1.150679033333333
35,35,3.3125,1.160970311111111
35,35,3.3375,1.131728322222222
35,35,3.3625,1.3493362555555564
35,35,3.3875,1.2162362111111114
35,35,3.4125,1.1738357111111113
35,35,3.4375,1.093818255555556
35,35,3.4625,1.1337804222222219
35,35,3.4875,0.9945725111111107
35,35,3.5125,1.122521622222222
35,35,3.5375,1.0709742777777782
35,35,3.5625,1.036190488888889
35,35,3.5875,1.0369337666666663
35,35,3.6125,1.0882846777777777
35,35,3.6375,0.934707944444444
35,35,3.6625,0.9876157999999999
35,35,3.6875,0.9607749333333332
35,35,3.7125,1.031265077777778
35,35,3.7375,0.9968467000000002
35,35,3.7625,0.9325106333333336
35,35,3.7875,0.9791607222222221
35,35,3.8125,0.9862295333333335
35,35,3.8375,0.9410889444444446
35,35,3.8625,0.9660656222222226
35,35,3.8875,0.9539733333333332
35,35,3.9125,0.9989958333333331
35,35,3.9375,0.9941041888888889
35,35,3.9625,1.0426318333333333
35,35,3.9875,0.9458127444444443
35,35,4.0125,0.9797952111111112
35,35,4.0375,1.079876188888889
35,35,4.0625,1.0197802555555546
35,35,4.0875,1.0331149222222213
35,35,4.1125,1.076856377777778
35,35,4.1375,1.0427276777777776
35,35,4.1625,1.0584299
35,35,4.1875,1.1080599666666668
35,35,4.2125,1.0078846999999997
35,35,4.2375,1.0639697000000001
35,35,4.2625,1.1555928000000002
35,35,4.2875,1.0382338888888887
35,35,4.3125,1.0547412444444446
35,35,4.3375,1.0736929666666666
35,35,4.3625,1.0884977666666669
35,35,4.3875,1.0796906888888897
35,35,4.4125,1.070983377777778
35,35,4.4375,1.0932797555555551
35,35,4.4625,1.124289833333334
35,35,4.4875,1.0416235777777763
35,35,4.5125,0.9776019222222223
35,35,4.5375,1.021330188888889
35,35,4.5625,1.060821944444444
35,35,4.5875,1.0525496666666663
35,35,4.6125,1.0369338000000003
35,35,4.6375,0.9487871000000001
35,35,4.6625,0.9927231000000003
35,35,4.6875,1.0898285222222224
35,35,4.7125,1.0149300888888895
35,35,4.7375,1.0614399000000003
35,35,4.7625,1.031871266666667
35,35,4.7875,1.0073852111111112
35,35,4.8125,1.0223377333333343
35,35,4.8375,1.0182355333333337
35,35,4.8625,1.0271025111111114
35,35,4.8875,0.978589711111111
35,35,4.9125,0.9573245888888887
35,35,4.9375,0.9860397555555552
35,35,4.9625,0.9373155888888891
35,35,4.9875,1.0620837111111112
35,35,0.0125,0.0
35,35,0.0375,0.0
35,35,0.0625,0.0
35,35,0.0875,0.0
35,35,0.1125,0.0
35,35,0.1375,0.0
35,35,0.1625,0.0
35,35,0.1875,0.0
35,35,0.2125,0.0
35,35,0.2375,0.0
35,35,0.2625,0.0
35,35,0.2875,0.0
35,35,0.3125,0.0
35,35,0.3375,0.0
35,35,0.3625,0.0
35,35,0.3875,0.0
35,35,0.4125,0.0
35,35,0.4375,0.0
35,35,0.4625,0.0
35,35,0.4875,0.0
35,35,0.5125,0.0
35,35,0.5375,0.0
35,35,0.5625,0.0
35,35,0.5875,0.0
35,35,0.6125,0.0
35,35,0.6375,0.0
35,35,0.6625,0.0
35,35,0.6875,0.0
35,35,0.7125,0.0
35,35,0.7375,0.0
35,35,0.7625,0.0
35,35,0.7875,0.0
35,35,0.8125,0.0
35,35,0.8375,0.0
35,35,0.8625,0.0
35,35,0.8875,0.0
35,35,0.9125,0.0
35,35,0.9375,0.0
35,35,0.9625,0.0
35,35,0.9875,0.0
35,35,1.0125,0.0
35,35,1.0375,0.0
35,35,1.0625,0.0
35,35,1.0875,0.06305415555555556
35,35,1.1125,7.463242600000001
35,35,1.1375,8.69073806666667
35,35,1.1625,5.053149244444445
35,35,1.1875,3.036391055555556
35,35,1.2125,2.1160531111111114
35,35,1.2375,1.8147186888888884
35,35,1.2625,1.4936349999999998
35,35,1.2875,1.4912621444444436
35,35,1.3125,1.1276190111111108
35,35,1.3375,1.0040053222222212
35,35,1.3625,0.9730012555555548
35,35,1.3875,0.8854569444444441
35,35,1.4125,0.9345131222222218
35,35,1.4375,1.049441066666667
35,35,1.4625,0.859584788888889
35,35,1.4875,0.8028812333333335
35,35,1.5125,0.7064935333333335
35,35,1.5375,0.7396052111111108
35,35,1.5625,0.7424000999999999
35,35,1.5875,0.7631048888888895
35,35,1.6125,0.7300112888888887
35,35,1.6375,0.6909487555555553
35,35,1.6625,0.7011816444444442
35,35,1.6875,0.6433864111111107
35,35,1.7125,0.7741398888888888
35,35,1.7375,0.6939363444444437
35,35,1.7625,0.7878419444444443
35,35,1.7875,0.7544455444444444
35,35,1.8125,0.7093597555555553
35,35,1.8375,0.7121477222222222
35,35,1.8625,0.7455417888888893
35,35,1.8875,0.7568591555555558
35,35,1.9125,0.9053221222222223
35,35,1.9375,0.9349309
35,35,1.9625,0.9492266111111113
35,35,1.9875,0.9775380444444441
35,35,2.0125,1.2039042888888887
35,35,2.0375,1.0909729111111108
35,35,2.0625,1.1664070000000004
35,35,2.0875,1.1387511444444438
35,35,2.1125,1.109044766666666
35,35,2.1375,1.1388473444444447
35,35,2.1625,1.2393064444444433
35,35,2.1875,1.4158365666666666
35,35,2.2125,1.740758833333333
35,35,2.2375,1.9971269111111105
35,35,2.2625,1.9169692222222217
35,35,2.2875,1.7036691222222222
35,35,2.3125,1.3986100222222217
35,35,2.3375,1.3103132111111115
35,35,2.3625,1.1730914333333329
35,35,2.3875,1.1751682888888888
35,35,2.4125,1.108512222222222
35,35,2.4375,1.0502563555555555
35,35,2.4625,1.0836838777777784
35,35,2.4875,1.040631599999999
35,35,2.5125,1.041648988888889
35,35,2.5375,0.9435609111111115
35,35,2.5625,1.0101741777777777
35,35,2.5875,0.9982057333333338
35,35,2.6125,1.0061517333333327
35,35,2.6375,0.9207854444444442
35,35,2.6625,0.8949700333333331
35,35,2.6875,0.9185383444444445
35,35,2.7125,0.8890059999999996
35,35,2.7375,0.9288978333333331
35,35,2.7625,0.8998061222222226
35,35,2.7875,0.887636077777778
35,35,2.8125,0.9244444444444446
35,35,2.8375,0.9022025666666669
35,35,2.8625,0.9342483666666668
35,35,2.8875,0.8509585444444444
35,35,2.9125,0.8828939888888886
35,35,2.9375,0.9142857777777779
35,35,2.9625,0.9567208555555559
35,35,2.9875,1.0577406333333332
35,35,3.0125,1.0622407888888883
35,35,3.0375,1.1099354111111106
35,35,3.0625,1.0616907888888887
35,35,3.0875,1.101214544444445
35,35,3.1125,1.0758462777777775
35,35,3.1375,1.1419464555555552
35,35,3.1625,1.1997742222222214
35,35,3.1875,1.1921568777777778
35,35,3.2125,1.15086171111111
35,35,3.2375,1.1772753
35,35,3.2625,1.1577449111111113
35,35,3.2875,1.2167301777777773
35,35,3.3125,1.1954716666666667
35,35,3.3375,1.3046550111111108
35,35,3.3625,1.2592672000000005
35,35,3.3875,1.1656300333333331
35,35,3.4125,1.1185767333333343
35,35,3.4375,1.090493555555556
35,35,3.4625,1.0661165555555558
35,35,3.4875,0.9650794777777773
35,35,3.5125,0.9744788444444444
35,35,3.5375,0.9966684000000006
35,35,3.5625,1.0538345111111114
35,35,3.5875,1.095868544444444
35,35,3.6125,1.0582302888888881
35,35,3.6375,0.9786942777777772
35,35,3.6625,1.0172598555555559
35,35,3.6875,0.9700727333333331
35,35,3.7125,1.0620490888888885
35,35,3.7375,1.0381271111111114
35,35,3.7625,0.9674418666666666
35,35,3.7875,0.9022158888888892
35,35,3.8125,0.9082904111111112
35,35,3.8375,0.9559795444444449
35,35,3.8625,1.0134073000000001
35,35,3.8875,0.9863113777777781
35,35,3.9125,1.0150615999999997
35,35,3.9375,1.0361903888888888
35,35,3.9625,1.036863511111111
35,35,3.9875,1.0303627000000002
35,35,4.0125,0.9655539999999999
35,35,4.0375,1.017602866666667
35,35,4.0625,1.0099340999999993
35,35,4.0875,1.0512887999999996
35,35,4.1125,1.0879722555555555
35,35,4.1375,1.0523953444444447
35,35,4.1625,1.0858860000000001
35,35,4.1875,1.0671217444444443
35,35,4.2125,1.110979277777777
35,35,4.2375,1.1543194222222222
35,35,4.2625,1.0845413000000002
35,35,4.2875,1.0715533333333338
35,35,4.3125,1.0838924111111108
35,35,4.3375,1.0657884444444443
35,35,4.3625,1.059680722222222
35,35,4.3875,1.0796907000000007
35,35,4.4125,1.0632132444444449
35,35,4.4375,1.1306238222222216
35,35,4.4625,1.0730693333333339
35,35,4.4875,1.1231198111111098
35,35,4.5125,1.0497824111111111
35,35,4.5375,1.0918535222222225
35,35,4.5625,1.0044618555555553
35,35,4.5875,0.954145588888889
35,35,4.6125,1.048083655555556
35,35,4.6375,1.014093233333333
35,35,4.6625,0.9951743444444446
35,35,4.6875,1.0130285777777783
35,35,4.7125,0.9931036000000004
35,35,4.7375,1.0264606888888894
35,35,4.7625,0.9610801333333342
35,35,4.7875,1.0360313111111108
35,35,4.8125,0.9914657444444455
35,35,4.8375,1.0241418
35,35,4.8625,1.0447301000000004
35,35,4.8875,1.0183412777777776
35,35,4.9125,0.9933841888888891
35,35,4.9375,1.0184448444444443
35,35,4.9625,1.0006476555555561
35,35,4.9875,1.0666666222222223
35,35,0.0125,0.0
35,35,0.0375,0.0
35,35,0.0625,0.0
35,35,0.0875,0.0
35,35,0.1125,0.0
35,35,0.1375,0.0
35,35,0.1625,0.0
35,35,0.1875,0.0
35,35,0.2125,0.0
35,35,0.2375,0.0
35,35,0.2625,0.0
35,35,0.2875,0.0
35,35,0.3125,0.0
35,35,0.3375,0.0
35,35,0.3625,0.0
35,35,0.3875,0.0
35,35,0.4125,0.0
35,35,0.4375,0.0
35,35,0.4625,0.0
35,35,0.4875,0.0
35,35,0.5125,0.0
35,35,0.5375,0.0
35,35,0.5625,0.0
35,35,0.5875,0.0
35,35,0.6125,0.0
35,35,0.6375,0.0
35,35,0.6625,0.0
35,35,0.6875,0.0
35,35,0.7125,0.0
35,35,0.7375,0.0
35,35,0.7625,0.0
35,35,0.7875,0.0
35,35,0.8125,0.0
35,35,0.8375,0.0
35,35,0.8625,0.0
35,35,0.8875,0.0
35,35,0.9125,0.0
35,35,0.9375,0.0
35,35,0.9625,0.0
35,35,0.9875,0.0
35,35,1.0125,0.0
35,35,1.0375,0.0
35,35,1.0625,0.0
35,35,1.0875,0.06830865555555556
35,35,1.1125,6.733868588888892
35,35,1.1375,8.504866844444443
35,35,1.1625,4.949923399999999
35,35,1.1875,3.3828572222222224
35,35,1.2125,2.417673133333333
35,35,1.2375,1.7823954111111107
35,35,1.2625,1.6158415
35,35,1.2875,1.38030511111111
35,35,1.3125,1.2321087444444438
35,35,1.3375,1.1407209333333321
35,35,1.3625,0.9897771777777775
